role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,24,MF2,2271,7.1.1,Introduction to Sequences,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.1. Introduction to Sequences.md,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.1. Introduction to Sequences
lesson,25,MF2,1226,7.1.2,Recursive Sequences,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.2. Recursive Sequences.md,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.2. Recursive Sequences
lesson,34,MF3,1020,1.4.9,Sums of Infinite Geometric Series Given in Sigma Notation,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.9. Sums of Infinite Geometric Series Given in Sigma Notation.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.9. Sums of Infinite Geometric Series Given in Sigma Notation
lesson,42,MF3,1087,7.1.2,Limits of Sequences,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.2. Limits of Sequences.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.2. Limits of Sequences
lesson,43,MF3,1245,7.1.9,Determining Limits of Sequences Using Relative Magnitudes,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.9. Determining Limits of Sequences Using Relative Magnitudes.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.9. Determining Limits of Sequences Using Relative Magnitudes
lesson,44,MF3,684,1.4.10,Convergence of Geometric Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.10. Convergence of Geometric Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.10. Convergence of Geometric Series
lesson,100105,Calc2,1176,4.3.5,Telescoping Series,/Users/jake/Developer/MA/DATA/Lessons/1176/1176.md,/Users/jake/Developer/MA/DATA/Lessons/1176/Source
prerequisite,23,MF1,802,8.1.4,The Domain of a Function,vault/MA/Mathematical-Foundations/MF1/8. Functions/8.1. Functions/Lessons/8.1.4. The Domain of a Function.md,vault/MA/Mathematical-Foundations/MF1/8. Functions/8.1. Functions/Source/8.1.4. The Domain of a Function
prerequisite,33,MF3,982,1.4.4,Convergent and Divergent Infinite Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.4. Convergent and Divergent Infinite Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.4. Convergent and Divergent Infinite Series
prerequisite,33,MF3,691,1.4.7,Finding the Sum of an Infinite Geometric Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.7. Finding the Sum of an Infinite Geometric Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.7. Finding the Sum of an Infinite Geometric Series
prerequisite,33,MF3,686,1.4.8,Writing an Infinite Geometric Series in Sigma Notation,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.8. Writing an Infinite Geometric Series in Sigma Notation.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.8. Writing an Infinite Geometric Series in Sigma Notation
prerequisite,35,MF3,2857,2.1.12,Solving Inequalities Involving Exponential Functions,vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.1. Single-Variable Inequalities/Lessons/2.1.12. Solving Inequalities Involving Exponential Functions.md,vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.1. Single-Variable Inequalities/Source/2.1.12. Solving Inequalities Involving Exponential Functions
prerequisite,41,MF3,1903,7.1.6,Limits at Infinity and Horizontal Asymptotes of Rational Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.6. Limits at Infinity and Horizontal Asymptotes of Rational Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.6. Limits at Infinity and Horizontal Asymptotes of Rational Functions
prerequisite,41,MF3,607,7.1.8,Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.8. Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.8. Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions
prerequisite,43,MF3,3838,1.4.2,Further Convergence of Geometric Sequences,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.2. Further Convergence of Geometric Sequences.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.2. Further Convergence of Geometric Sequences
prerequisite,50,MF2,1060,6.1.6,Expressing Rational Functions as Sums of Partial Fractions,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Lessons/6.1.6. Expressing Rational Functions as Sums of Partial Fractions.md,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Source/6.1.6. Expressing Rational Functions as Sums of Partial Fractions
